,p_hv_mw,q_hv_mvar,p_lv_mw,q_lv_mvar,pl_mw,ql_mvar,i_hv_ka,i_lv_ka,vm_hv_pu,va_hv_degree,vm_lv_pu,va_lv_degree,loading_percent
0,-264.6847048695601,220.69937908722477,264.6847048695594,-192.09058634777932,-6.82e-13,28.608792739445448,0.556132380156826,1.36947598613618,1.037023367017859,35.547202502070746,0.999102481734526,39.39956957108634,3.356778693608204
1,90.13800010477493,26.47862163030849,-90.13800010477472,-23.37142602416625,2.13e-13,3.107195606142238,0.157217780220628,0.377322672529508,1.0,29.74989640366844,1.032485702680882,27.91523755992611,0.948956244468558
2,116.44077622225024,98.79467528033759,-116.44077622225012,-90.38842210693338,1.14e-13,8.40625317340421,0.25658686146174,0.615808467508178,0.99595417175595,29.279565190203584,1.001451024590134,26.787275169735107,1.548741523325232
3,173.94190906290393,101.58764318212522,-173.9419090629038,-87.37859097374803,1.42e-13,14.209052208377187,0.348397947516176,0.814380202319061,0.967561174949984,25.50665845380895,1.0,21.89273193655711,2.102907237282856
4,78.39501536834058,111.5490308404847,-78.3950153683406,-104.93623714591197,-1.4e-14,6.61279369457273,0.228164397778245,0.547594554667791,1.0,27.20981853549795,1.000752782160357,25.546391236692553,1.377185390438839
5,-53.11086148915493,17.372902506364234,53.11086148915484,-16.54451504313031,-8.5e-14,0.828387463233923,0.094456839236396,0.232599966619625,0.990019501359939,28.174344400132004,1.000563831866745,28.985310974812677,0.570135307217496
6,-388.99631476791427,132.78278777444285,388.9963147679141,-74.7288502104295,-1.71e-13,58.05393756401335,0.708963122425376,1.657201298669314,0.970230585394735,28.74072391707165,1.0,36.713488479630385,4.279255063767994
7,309.7650892130572,0.793480747550518,-308.32558923387984,75.71543926617531,1.439499979177356,76.50892001372583,0.53429266504645,1.171316519491384,0.970230585394735,28.74072391707165,0.971995158233787,25.695980255681068,3.299328641253684
8,-218.23993045142373,21.032542160699094,218.23993045142385,-4.574422478793238,1.14e-13,16.458119681905856,0.80889310177416,0.882367558518647,0.971995158233787,25.695980255681068,1.035,29.999999999999993,2.278465413904418
9,-488.2971956425125,247.61646514752374,493.29039771702594,-112.28277267747433,4.99320207451342,135.3336924700494,0.916217265997268,1.866469447286659,1.0,19.631016352381625,0.971995158233787,25.695980255681068,5.530227526669653
10,548.074600876747,308.79507907863615,-548.0746008767469,-180.78767786177906,1.14e-13,128.0074012168571,1.052750230087462,2.46080366282944,1.0,19.631016352381625,0.981185336744141,8.488960573776408,6.354331573090928
11,-9.4e-14,8.8e-14,0.001440374207786,2.299669485749091,0.001440374207692,2.299669485749179,6.44605025999569e-16,0.01335282783668,0.717220926027816,-24.535835227617774,0.720530790906677,-24.571721842080887,0.032238718392155
12,-33.27070180241506,-7.851e-12,33.27512196827796,15.534791250608444,0.004420165862896,15.534791250600593,0.057307941838762,0.1354830897833,0.971555082307058,25.61580960677884,0.971995158233787,25.695980255681068,0.381624634408544
