,p_hv_mw,q_hv_mvar,p_lv_mw,q_lv_mvar,pl_mw,ql_mvar,i_hv_ka,i_lv_ka,vm_hv_pu,va_hv_degree,vm_lv_pu,va_lv_degree,loading_percent
0,-264.0130060208936,220.69193606255388,264.0130060208932,-192.1748190439255,-3.98e-13,28.51711701862837,0.555240613300928,1.367280010253532,1.037120466401416,35.550570585454714,0.999196099327136,39.392425850239945,3.351396047158627
1,89.9920386413624,26.42105839063764,-89.9920386413624,-23.324190953154424,0.0,3.096867437483215,0.156956270560729,0.37669504934575,1.0,29.779207699084473,1.032505089186061,27.94755515590161,0.947377789255657
2,116.17825374197577,98.86315161666508,-116.1782537419758,-90.47507498734974,-2.8e-14,8.388076629315336,0.256309306993691,0.61514233678486,0.996015991401904,29.301297605920603,1.001487684948762,26.814875647440324,1.547066222699147
3,173.60742873276325,101.67848416758227,-173.60742873276348,-87.50475135945194,-2.27e-13,14.173732808130325,0.347964672212323,0.813367421296307,0.967597937047968,25.535127832882857,1.0,21.92829711469086,2.10029201587095
4,78.22462121664356,111.53745143604263,-78.22462121664351,-104.93507028017241,4.3e-14,6.602381155870219,0.227984692596562,0.547163262231751,1.0,27.236699103170707,1.000755240337009,25.576892409473196,1.376100701709092
5,-53.22425728787294,17.40104313295778,53.224257287873115,-16.569211006327823,1.78e-13,0.831832126629958,0.094653024286172,0.233083072304701,0.990027704601578,28.199186089530492,1.000565121674254,29.01187647454509,0.571319467353809
6,-387.96861910087404,132.71311934810208,387.968619100874,-74.94277390413191,-5.7e-14,57.77034544397017,0.70722936840435,1.653148648645168,0.970254631585452,28.76029651880648,1.0,36.71166290137049,4.268790237828359
7,309.16736967870037,0.802073470400842,-307.73339649993574,75.64601950193514,1.433973178764632,76.44809297233598,0.533248528393945,1.16910238111796,0.970254631585452,28.76029651880648,0.972021203280549,25.72154901412212,3.293091923825409
8,-216.95167022572596,21.014266845787304,216.95167022572645,-4.749228704223739,4.83e-13,16.265038141563565,0.804134262169699,0.877176457650115,0.972021203280549,25.72154901412212,1.035,29.999999999999993,2.265060859674319
9,-486.5101230112049,247.13793137276346,491.46909256167396,-112.1957397770704,4.958969550469078,134.94219159569306,0.91318802155556,1.859796881704724,1.0,19.678733133394722,0.972021203280549,25.72154901412212,5.511943205233827
10,546.4486533269345,307.55119747489687,-546.4486533269345,-180.3674304722025,0.0,127.18376700269437,1.049357924783196,2.452874149180722,1.0,19.678733133394722,0.981499053880971,8.573748915356472,6.33385584002111
11,-7.3e-14,-1.2e-14,0.00144588792136,2.30847255846738,0.001445887921287,2.308472558467368,3.67481404770049e-16,0.013378360557646,0.718592365995349,-24.29550717991527,0.721908559859906,-24.33139379437839,0.032300363926051
12,-33.21156835500052,-9.36e-12,33.2159741639855,15.535453429356208,0.004405808984977,15.535453429346848,0.057204540388707,0.135282801570941,0.971581332311513,25.64152808649458,0.972021203280549,25.72154901412212,0.381060468681733
