,vm_pu,va_degree,p_mw,q_mvar
0,0.957370922942195,38.28566596383704,31.884320840267563,27.0
1,0.968312626990662,39.34359811426884,31.884320840267563,9.0
2,0.968313176401046,38.47030614435315,31.884320840267563,10.0
3,0.99807099806315,39.80969688927617,31.884320840267563,12.0
4,1.001007334109653,39.232970681791514,0.0,40.08062731765254
5,0.996038762897163,39.23716176978995,31.88432084026755,22.0
6,1.0,39.56480521913062,31.88432084026755,-68.87392032146454
7,1.038979501065812,35.59124245951304,31.88432084026755,0.0
8,1.10014923335146,35.319436177140055,0.0,0.0
9,1.122374167595205,35.2266883581338,0.0,0.0
10,1.0,46.126963788670245,-840.1514743849659,142.85035252571106
11,0.986270617443348,41.07599131699827,31.88432084026755,10.0
12,1.0,41.78415270792324,-1.876350979918072,-18.585294127464294
13,0.975970382479086,36.49780174999513,31.88432084026755,1.0
14,0.98280202136037,27.59523086077622,31.88432084026755,30.0
15,1.0,35.329943448317046,31.88432084026755,-31.488421320915222
16,1.002190844960247,27.31216279056993,31.88432084026755,3.0
17,0.9800012574375,26.111645272753126,31.88432084026755,34.0
18,0.979148342361758,25.616315835346935,31.88432084026755,25.0
19,1.0,22.21956745583269,28.39327740789969,-34.97040283679962
20,0.989759737778601,21.575502295035605,31.884320840267605,8.0
21,0.990637944068428,22.569933397053884,31.884320840267605,5.0
22,1.009298681482753,27.042420977781653,31.884320840267605,3.0
23,1.006078108974655,29.925336051292593,31.884320840267605,0.0
24,1.032887849535417,28.481265001562004,0.0,0.0
25,1.0,30.270922889822906,-100.0,17.88869559764862
26,1.0,24.12384027262748,-27.141167346997577,15.124655961990356
27,0.982388927264895,22.548681715003607,31.884320840267605,7.0
28,0.974782563102745,22.516315096609866,31.884320840267605,4.0
29,0.997199234795003,29.68617798437247,0.0,0.0
30,0.976481580672428,23.134917120646346,31.884320840267605,27.0
31,1.0,23.719013240009613,31.884320840267605,-17.502671480178833
32,1.0,23.71660192096278,31.884320840267605,-22.246297955513
33,0.99772322332922,22.205843904422775,31.884320840267605,12.063677174813712
34,1.0,21.686957024224917,28.393277407899745,-31.406692624092102
35,0.997383397839288,21.7060161477832,31.884320840267605,17.0
36,1.0,22.60460735534136,0.0,51.027851462364175
37,0.96831534403811,26.06599429552436,0.0,0.0
38,0.960624250476711,20.384789408415976,31.884320840267605,11.0
39,0.950351083563719,20.159340231648848,31.884320840267605,23.0
40,0.943249966813651,19.750333293962196,31.884320840267492,10.0
41,0.948990311582116,21.166842111044488,31.884320840267492,23.0
42,1.0,18.870652911378286,31.884320840267492,-15.040249586105347
43,0.975490902519348,19.207187207349357,31.884320840267492,-1.51582500898013
44,0.969326418053433,21.150439017884626,31.884320840267492,12.604062952637015
45,0.981737446069302,22.648479192055895,31.884320840267492,0.361915869853238
46,1.0,25.00601467170774,31.884320840267492,-27.81890368461609
47,0.98382923118002,24.89375767320743,31.884320840267492,-3.518799341864025
48,0.987841618715168,26.51178014709695,31.884320840267492,30.0
49,1.0,23.864323098981465,21.250065461670147,-32.52500319480896
50,0.959985397477876,20.909713816040426,31.884320840267492,8.0
51,0.954378232161144,19.781028749468724,31.884320840267492,5.0
52,0.962182229939271,19.855027104885053,31.884320840267492,11.0
53,0.987183049673334,22.143320246514676,31.884320840267492,32.0
54,1.0,21.881579692644017,31.884320840267492,-88.83881342411041
55,0.989878130567301,22.04252362950453,31.884320840267492,18.0
56,0.987299693784982,21.767582344041053,31.884320840267492,3.0
57,0.96733834180882,20.610585843872297,31.884320840267492,3.0
58,1.000810931375278,26.17156741643191,31.884320840267492,113.0
59,1.0,29.64572475842373,-1.876350979918243,6.194122433662415
60,1.000580992374765,29.535791775431345,0.0,0.0
61,1.0,31.372428201916588,-68.11567915973251,17.51781725883484
