,p_from_mw,q_from_mvar,p_to_mw,q_to_mvar,pl_mw,ql_mvar,i_from_ka,i_to_ka,i_ka,vm_from_pu,va_from_degree,vm_to_pu,va_to_degree,loading_percent
0,-19.861813544827466,-6.018689091658806,20.000868109860793,4.134708698713993,0.139054565033327,-1.883980392944813,0.090964777337443,0.088445227564577,0.090964777337443,0.95451477848629,38.41499633492587,0.96609954370923,39.55637488516882,0.219622979945198
1,-14.2006796934135,-20.98131090834145,14.288666890797593,20.27324659644763,0.087987197384093,-0.708064311893818,0.111045959795901,0.107469964322912,0.111045959795901,0.95451477848629,38.41499633492587,0.965541494156818,38.62500654822623,0.268106461809714
2,120.84114465931754,-61.61712180506544,-120.51455987489325,62.88920808025236,0.326584784424284,1.272086275186922,0.570102792551145,0.569701277216075,0.570102792551145,0.995421922329007,40.08714237544321,0.998274809777466,39.468696686112025,1.376441275843401
3,-18.718013072099147,-26.31441310745327,18.97003153573617,24.704861833531893,0.252018463637022,-1.609551273921376,0.139924069321493,0.130538640205223,0.139924069321493,0.965541494156818,38.62500654822623,0.998274809777466,39.468696686112025,0.337829014371645
4,1.742467827378732,4.587521406850712,-1.738753447680542,-5.98738163778351,0.00371437969819,-1.399860230932798,0.020566119892639,0.026210048882332,0.026210048882332,0.998274809777466,39.468696686112025,0.995201247896691,39.450791799352785,0.063280856706695
5,-32.32373979056059,-16.012618362216347,32.383642736578494,15.73670695910783,0.059902946017907,-0.275911403108518,0.151644300141413,0.150633116421724,0.151644300141413,0.995201247896691,39.450791799352785,1.0,39.79627574560148,0.36612603321409
6,1.09883174675447,-269.6663498305036,-0.122259221373966,149.55782283887643,0.976572525380504,-120.10852699162714,0.435537424874686,0.22811811541208,0.435537424874686,1.036156034478763,35.53526168268012,1.097159535674126,35.26345540030714,2.628875426523542
7,0.12225922137425,-149.55782283887683,-4.16e-13,-2.93e-13,0.122259221373834,-149.55782283887712,0.228118115412081,7.61010160717592e-16,0.228118115412081,1.097159535674126,35.26345540030714,1.119324072807849,35.170707581300874,1.376906033102036
8,-154.9036378975604,49.61712180506639,160.50241381803926,-32.92671738831073,5.598775920478857,16.690404416755662,0.683633520810929,0.685478055462411,0.685478055462411,0.995421922329007,40.08714237544321,1.0,46.8444093846238,1.655000293896454
9,-169.99420507896173,59.31972307764,176.61867365993047,-38.799123479379716,6.624468580968738,20.520599598260283,0.75456323658932,0.756538488303692,0.756538488303692,0.998274809777466,39.468696686112025,1.0,46.8444093846238,1.826566744929514
