,p_from_mw,q_from_mvar,p_to_mw,q_to_mvar,pl_mw,ql_mvar,i_from_ka,i_to_ka,i_ka,vm_from_pu,va_from_degree,vm_to_pu,va_to_degree,loading_percent
0,-18.635452336677254,-5.880413928300502,18.757660825551124,3.929326397639224,0.12220848887387,-1.951087530661278,0.085411686295853,0.082815657046487,0.085411686295853,0.957182402025017,38.304187132404,0.968170975084691,39.3669010132534,0.206215742131193
1,-13.340009963829381,-21.119586071699082,13.424954433251337,20.39606345909644,0.084944469421956,-0.723522612602643,0.109183085616438,0.105520567117827,0.109183085616438,0.957182402025017,38.304187132404,0.968121013827995,38.4894098243463,0.263608787099436
2,113.38164845078126,-61.07949839852719,-113.08869936342049,62.19804374074336,0.292949087360768,1.118545342216166,0.539966921368407,0.539547165668198,0.539966921368407,0.997850120316241,39.83338165864821,1.000777988061225,39.252682679258854,1.303682016423181
3,-17.589360789152973,-26.600256195790948,17.83310371265958,24.939431007256204,0.243742923506606,-1.660825188534744,0.137810533247657,0.128169670802179,0.137810533247657,0.968121013827995,38.4894098243463,1.000777988061225,39.252682679258854,0.332726148137657
4,1.709647503116703,7.816907650901009,-1.700653066356516,-9.19746938092355,0.008994436760187,-1.380561730022541,0.033450600164419,0.039289979847249,0.039289979847249,1.000777988061225,39.252682679258854,0.995971534169746,39.257970029988016,0.094860700027104
5,-30.27480923415047,-12.802530619077952,30.324484997552055,12.479852025673882,0.049675763401584,-0.322678593404071,0.138076410508879,0.137192183883508,0.138076410508879,0.995971534169746,39.257970029988016,1.0,39.58714695006355,0.333368075245252
6,1.104338873647649,-271.01786411996585,-0.122871960355269,150.30737700013685,0.98146691329238,-120.710487119829,0.436627474422101,0.228689042350295,0.436627474422101,1.038749293638441,35.58192827310569,1.099905472502979,35.310121990732725,2.63545489433786
7,0.122871960357131,-150.30737700013862,-8.34e-13,-5.89e-13,0.122871960356297,-150.3073770001392,0.228689042350297,2e-15,0.228689042350297,1.099905472502979,35.310121990732725,1.122125482352229,35.217374171726455,1.380352110781011
8,-145.3571107512879,49.07949839852692,150.31575513298347,-34.500551459904656,4.958644381695564,14.578946938622266,0.643242923383342,0.645227557260431,0.645227557260431,0.997850120316241,39.83338165864821,1.0,46.18807898579245,1.557820543468385
9,-159.5216555329796,58.49071461592103,165.39360702589775,-40.50262433849598,5.871951492918157,17.98809027742505,0.710286097384781,0.712402846213712,0.712402846213712,1.000777988061225,39.252682679258854,1.0,46.18807898579245,1.720006804683213
