,p_hv_mw,q_hv_mvar,p_lv_mw,q_lv_mvar,pl_mw,ql_mvar,i_hv_ka,i_lv_ka,vm_hv_pu,va_hv_degree,vm_lv_pu,va_lv_degree,loading_percent
0,-280.57548882845657,220.674111288415,280.57548882845686,-189.80661270215458,2.84e-13,30.86749858626041,0.57766909662143,1.422510150430271,1.034092475085538,35.31389995554278,0.996275982020531,39.42116600601625,3.48677290638588
1,95.03806901466493,27.517024733080294,-95.03806901466473,-24.070647248021483,1.99e-13,3.446377485058811,0.165576533228413,0.397383679748191,1.0,28.8680262664181,1.032164208712773,26.932992272598074,0.999409131232232
2,123.28544444036557,97.96335557132062,-123.2854444403657,-88.98801190253096,-1.28e-13,8.975343668789662,0.26512991046188,0.636311785108514,0.993924545300693,28.652487986405994,0.999693845392054,26.003550632403226,1.600306808651782
3,191.09633377774438,98.44697284830511,-191.09633377774418,-82.21787729922339,1.99e-13,16.22909554908172,0.372340426105237,0.870345746020992,0.966153791190918,24.839934492305527,1.0,20.863257277756894,2.247422472984951
4,80.32065964716463,113.31274963207113,-80.3206596471645,-106.45014885575708,1.28e-13,6.862600776314054,0.232434055441679,0.557841733060032,1.000000000000001,28.103830306700026,1.000120475556892,26.39845392124167,1.402956764998212
5,-86.77812897196515,19.799425052167102,86.77812897196533,-17.697328014055977,1.85e-13,2.102097038111125,0.150467612572586,0.370526495959993,0.989936413779104,29.09134308609964,0.999999580687139,30.417318858370628,0.908212673786982
6,-390.65396558520365,131.73063181249267,390.65396558520354,-73.27796485691641,-1.14e-13,58.45266695557626,0.711393626872425,1.662882602814292,0.969813253650736,29.08299552052157,1.0,37.09342547037223,4.293925429734231
7,326.53420846692126,-0.379319951061575,-324.9351310589544,78.68866828361891,1.599077407966831,78.30934833255733,0.563457470522136,1.233846593527788,0.969813253650736,29.08299552052157,0.971682040660934,25.87119901565862,3.475461446328102
8,-209.3035403843015,19.431525263075855,209.30354038430184,-4.293928920662211,3.41e-13,15.137596342413644,0.775763753288385,0.846228960878748,0.971682040660934,25.87119901565862,1.035,29.999999999999993,2.185147675695915
9,-492.6767372697107,250.04008757917632,497.7635688818134,-113.65443815799904,5.086831612102685,136.38564942117728,0.924588330037499,1.884291517605319,1.0,19.749063835244048,0.971682040660934,25.87119901565862,5.580754722020429
10,553.5820180744026,306.2239882872691,-553.5820180744028,-176.76552680724026,-1.14e-13,129.45846148002883,1.058700273758974,2.474711889911602,1.0,19.749063835244048,0.982427689209083,8.508009044706688,6.390245647752321
11,-1.35e-13,6.6e-14,0.001395824390546,2.228542236408159,0.001395824390411,2.228542236408225,7.6440752750651e-16,0.013144708905337,0.706042226318066,-26.01974886264305,0.709300503207483,-26.055635477106144,0.03173624148601
12,-36.46987555853696,-5.356e-12,36.475102561441545,15.534244611301336,0.005227002904583,15.53424461129598,0.062839422762908,0.146312180824925,0.971230633516133,25.78310709790628,0.971682040660934,25.87119901565862,0.412127687714657
