,p_from_mw,q_from_mvar,p_to_mw,q_to_mvar,pl_mw,ql_mvar,i_from_ka,i_to_ka,i_ka,vm_from_pu,va_from_degree,vm_to_pu,va_to_degree,loading_percent
0,-17.45484688184378,-5.738707963744839,17.56194438997824,3.726859333707605,0.107097508134462,-2.011848630037234,0.080098734297667,0.077423611402194,0.080098734297667,0.959707111931796,38.09542834228634,0.970118251088837,39.08338216902995,0.193388289744662
1,-12.581960608163142,-21.261292036254876,12.664512791257952,20.52471393731638,0.08255218309481,-0.736578098938494,0.107698692954727,0.103959283416985,0.107698692954727,0.959707111931796,38.09542834228634,0.970575403825885,38.25882233956644,0.260024908269453
2,105.55409817620128,-60.45247666178541,-105.29402284829925,61.420958320067285,0.26007532790203,0.968481658281874,0.50879149174721,0.508351070546554,0.50879149174721,1.000218990697037,39.495245243044806,1.003221138597594,38.95363127295311,1.228412874290507
3,-16.63641152356383,-26.897087767640315,16.874351168692304,25.196546954508964,0.237939645128474,-1.700540813131351,0.136326264911007,0.12646355466551,0.136326264911007,0.970575403825885,38.25882233956644,1.003221138597594,38.95363127295311,0.329142569474851
4,1.852131436398787,10.952422650141369,-1.835623197751809,-12.303442360812749,0.016508238646979,-1.35101971067138,0.04632297798045,0.052214886590563,0.052214886590563,1.003221138597594,38.95363127295311,0.99671993909297,38.97589691829645,0.126066256920299
5,-28.201184292255345,-9.69655763918609,28.242032308399928,9.333465192405402,0.040848016144583,-0.363092446780687,0.125175293266323,0.124441337976848,0.125175293266323,0.99671993909297,38.97589691829645,1.0,39.28822889858995,0.302219955100663
6,1.109609665263889,-272.3113789273226,-0.123458403988465,151.0247644625367,0.986151261275424,-121.28661446478591,0.437668202508302,0.229234136562927,0.437668202508302,1.041225215626231,35.55659139453785,1.102527163954941,35.284785112164826,2.641736661036311
7,0.123458403989474,-151.02476446253291,-2.235e-12,4.057e-12,0.123458403987239,-151.02476446252885,0.229234136562921,7e-15,0.229234136562921,1.102527163954941,35.284785112164826,1.124800136546301,35.19203729315852,1.383642263816926
8,-135.59090566621018,48.45247666178319,139.93996949700207,-35.884324018168634,4.349063830791891,12.568152643614553,0.602270243358448,0.604408640649295,0.604408640649295,1.000218990697037,39.495245243044806,1.0,45.44021254628798,1.459268418495698
9,-148.78419265293303,57.566720126485066,153.93801812835284,-41.99550494869633,5.153825475419808,15.571215177788737,0.665293321858811,0.667565764505758,0.667565764505758,1.003221138597594,38.95363127295311,1.0,45.44021254628798,1.611753326963834
