,vm_pu,va_degree,p_mw,q_mvar
0,0.952423194468486,37.90650202795193,36.58163234907204,27.0
1,0.964383594895321,39.11318544370462,36.58163234907204,9.0
2,0.963681535263436,38.15819700880468,36.58163234907204,10.0
3,0.994307554156993,39.797012659988404,36.58163234907204,12.0
4,0.997164981085529,39.16556832441561,0.0,39.77351998013213
5,0.994806638829146,39.06750572283799,36.58163234907204,22.0
6,1.0,39.412519116533666,36.58163234907204,-82.69502413272858
7,1.035047461151846,35.18058047120427,36.58163234907204,0.0
8,1.095985695290873,34.908774188831266,0.0,0.0
9,1.118126518800536,34.816026369825,0.0,0.0
10,1.0,46.76475927888793,-886.3696886282338,128.242471575737
11,0.984113154009353,41.113984543278015,36.58163234907204,10.0
12,1.0,44.202963519242275,-63.41836765092796,-5.601327180862427
13,0.971576728055728,36.09466749126707,36.58163234907204,1.0
14,0.978737235303768,26.52330910953058,36.58163234907204,30.0
15,1.0,34.769908985359265,36.58163234907204,-38.58991515636444
16,1.000011624131919,26.16226893506887,36.58163234907204,3.0
17,0.976768783663624,24.760283273177258,36.58163234907204,34.0
18,0.97563963519596,24.20569855755045,36.58163234907204,25.0
19,1.0,20.191485802706378,33.466547440190084,-42.15840303897858
20,0.987641730236099,19.439238643993118,36.58163234907204,8.0
21,0.987204191073332,20.58332713425189,36.58163234907204,5.0
22,1.006509545213413,25.748074327772677,36.58163234907204,3.0
23,1.002099759933999,28.775850009027252,36.58163234907204,0.0
24,1.032202973010102,27.341950371445893,0.0,0.0
25,1.0,29.189126867072765,-100.0,12.557732462882996
26,1.0,23.06978589352372,-21.342834447984956,11.349303722381592
27,0.980601653198124,21.18747995240794,36.58163234907204,7.0
28,0.972203690094414,21.076734458572023,36.58163234907204,4.0
29,0.994494606583718,28.755373976296855,0.0,0.0
30,0.974136978085817,21.76547364268884,36.58163234907204,27.0
31,1.0,22.690349475116317,36.58163234907204,-21.92743492126465
32,1.0,22.14030107277204,36.58163234907204,-27.45280659198761
33,0.997479054535008,20.53277107466367,36.58163234907204,12.07049750069525
34,1.0,19.92817477541001,33.4665474401902,-34.43578743934631
35,0.997198281779093,19.949992528790503,36.58163234907215,17.0
36,1.0,20.995928760160254,0.0,41.43639671802521
37,0.96633366805104,24.980385968694492,0.0,0.0
38,0.957027632285994,18.485622528033904,36.58163234907215,11.0
39,0.945773143262864,18.267904888276302,36.58163234907215,23.0
40,0.93780145404248,17.83417990024358,36.58163234907215,10.0
41,0.943530322587634,19.621416060219822,36.58163234907215,23.0
42,1.0,16.850554152990828,36.58163234907215,-18.85470187664032
43,0.969908248012648,17.487835025256285,36.58163234907215,-1.40722009562964
44,0.963197063169307,19.826452200742935,36.58163234907215,12.722514175020223
45,0.977492630477443,21.62747642238554,36.58163234907215,0.445081573622886
46,1.0,24.346827574347667,36.58163234907215,-37.56652569770813
47,0.979958612248911,24.279768780810265,36.58163234907215,-3.404783225812173
48,0.985281356909854,26.151427200762797,36.58163234907215,30.0
49,1.0,23.365894945948597,26.457606395205403,-38.97355031967163
50,0.954999397285402,20.430006663630998,36.58163234907215,8.0
51,0.948939295154399,19.222594270785503,36.58163234907215,5.0
52,0.958060665955158,19.59661374431435,36.58163234907215,11.0
53,0.985788664930521,22.460854268005107,36.58163234907215,32.0
54,1.0,22.501689744707576,-2.554842768123763,-88.36991167068481
55,0.988705887567973,22.4141735354762,36.58163234907215,18.0
56,0.985686107449361,21.61622500437445,36.58163234907215,3.0
57,0.963107114999855,20.377490529352865,36.58163234907215,3.0
58,1.000058335341841,26.933112344270295,36.58163234907215,113.0
59,1.0,31.20061657952269,-63.41836765092785,13.474586606025696
60,1.000010024193587,30.77329626007213,0.0,0.0
61,1.0,32.52429090576457,-63.41836765092785,16.03255569934845
62,1.0,28.51618434590002,0.0,-159.6727192401886
63,0.989978459488372,29.436133472292717,0.0,0.0
64,0.969907886235228,29.309153467923576,0.0,0.0
65,1.0,37.20449238485595,-886.3696886282337,106.4572446346283
